RecordID,ProductID,Name,Color,StandardCost,ListPrice,Size,SizeUnitMeasureCode,WeightUnitMeasureCode,Weight,Style,ProductSubCategory,ProductCategory,UpdatedListPrice,UpdatedCost,SpecialOfferID,DiscountDescription,DiscountPct,DiscountType,DiscountCategory,StartDate,EndDate,MinQty,MaxQty,Cluster
202,809,ML Mountain Handlebars,No Color,27.4925,61.92,0.0,NA,NA,0.0,NA,Handlebars,Components,61.92,27.4925,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
203,810,HL Mountain Handlebars,No Color,53.3999,120.27,0.0,NA,NA,0.0,NA,Handlebars,Components,120.27,53.3999,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
204,811,LL Road Handlebars,No Color,19.7758,44.54,0.0,NA,NA,0.0,NA,Handlebars,Components,44.54,19.7758,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
205,812,ML Road Handlebars,No Color,27.4925,61.92,0.0,NA,NA,0.0,NA,Handlebars,Components,61.92,27.4925,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
206,813,HL Road Handlebars,No Color,53.3999,120.27,0.0,NA,NA,0.0,NA,Handlebars,Components,120.27,53.3999,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
207,814,"ML Mountain Frame - Black, 38",Black,185.8193,348.76,38.0,CM ,LB ,2.73,U ,Mountain Frames,Components,348.76,185.8193,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
208,815,LL Mountain Front Wheel,Black,26.9708,60.745,0.0,NA,NA,0.0,NA,Wheels,Components,60.745,26.9708,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
209,815,LL Mountain Front Wheel,Black,26.9708,60.745,0.0,NA,NA,0.0,NA,Wheels,Components,60.745,26.9708,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
210,816,ML Mountain Front Wheel,Black,92.8071,209.025,0.0,NA,NA,0.0,NA,Wheels,Components,209.025,92.8071,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
211,817,HL Mountain Front Wheel,Black,133.2955,300.215,0.0,NA,NA,0.0,NA,Wheels,Components,300.215,133.2955,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
212,818,LL Road Front Wheel,Black,37.9909,85.565,0.0,NA,G  ,900.0,NA,Wheels,Components,85.565,37.9909,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
213,819,ML Road Front Wheel,Black,110.2829,248.385,0.0,NA,G  ,850.0,NA,Wheels,Components,248.385,110.2829,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
214,820,HL Road Front Wheel,Black,146.5466,330.06,0.0,NA,G  ,650.0,NA,Wheels,Components,330.06,146.5466,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
215,821,Touring Front Wheel,Black,96.7964,218.01,0.0,NA,NA,0.0,NA,Wheels,Components,218.01,96.7964,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
216,822,"ML Road Frame-W - Yellow, 38",Yellow,360.9428,594.83,38.0,CM ,LB ,2.18,W ,Road Frames,Components,594.83,360.9428,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
217,823,LL Mountain Rear Wheel,Black,38.9588,87.745,0.0,NA,NA,0.0,NA,Wheels,Components,87.745,38.9588,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
218,824,ML Mountain Rear Wheel,Black,104.7951,236.025,0.0,NA,NA,0.0,NA,Wheels,Components,236.025,104.7951,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
219,824,ML Mountain Rear Wheel,Black,104.7951,236.025,0.0,NA,NA,0.0,NA,Wheels,Components,236.025,104.7951,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
220,824,ML Mountain Rear Wheel,Black,104.7951,236.025,0.0,NA,NA,0.0,NA,Wheels,Components,236.025,104.7951,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
221,825,HL Mountain Rear Wheel,Black,145.2835,327.215,0.0,NA,NA,0.0,NA,Wheels,Components,327.215,145.2835,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
222,825,HL Mountain Rear Wheel,Black,145.2835,327.215,0.0,NA,NA,0.0,NA,Wheels,Components,327.215,145.2835,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
223,825,HL Mountain Rear Wheel,Black,145.2835,327.215,0.0,NA,NA,0.0,NA,Wheels,Components,327.215,145.2835,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
224,826,LL Road Rear Wheel,Black,49.9789,112.565,0.0,NA,G  ,1050.0,NA,Wheels,Components,112.565,49.9789,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
225,827,ML Road Rear Wheel,Black,122.2709,275.385,0.0,NA,G  ,1000.0,NA,Wheels,Components,275.385,122.2709,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
226,828,HL Road Rear Wheel,Black,158.5346,357.06,0.0,NA,G  ,890.0,NA,Wheels,Components,357.06,158.5346,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,3
227,829,Touring Rear Wheel,Black,108.7844,245.01,0.0,NA,NA,0.0,NA,Wheels,Components,245.01,108.7844,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
228,830,"ML Mountain Frame - Black, 40",Black,185.8193,348.76,40.0,CM ,LB ,2.77,U ,Mountain Frames,Components,348.76,185.8193,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
229,831,"ML Mountain Frame - Black, 44",Black,185.8193,348.76,44.0,CM ,LB ,2.81,U ,Mountain Frames,Components,348.76,185.8193,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
230,832,"ML Mountain Frame - Black, 48",Black,185.8193,348.76,48.0,CM ,LB ,2.85,U ,Mountain Frames,Components,348.76,185.8193,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
231,832,"ML Mountain Frame - Black, 48",Black,185.8193,348.76,48.0,CM ,LB ,2.85,U ,Mountain Frames,Components,348.76,185.8193,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
232,833,"ML Road Frame-W - Yellow, 40",Yellow,360.9428,594.83,40.0,CM ,LB ,2.22,W ,Road Frames,Components,594.83,360.9428,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
233,834,"ML Road Frame-W - Yellow, 42",Yellow,360.9428,594.83,42.0,CM ,LB ,2.26,W ,Road Frames,Components,594.83,360.9428,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
234,835,"ML Road Frame-W - Yellow, 44",Yellow,360.9428,594.83,44.0,CM ,LB ,2.3,W ,Road Frames,Components,594.83,360.9428,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
235,835,"ML Road Frame-W - Yellow, 44",Yellow,360.9428,594.83,44.0,CM ,LB ,2.3,W ,Road Frames,Components,594.83,360.9428,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
236,835,"ML Road Frame-W - Yellow, 44",Yellow,360.9428,594.83,44.0,CM ,LB ,2.3,W ,Road Frames,Components,594.83,360.9428,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
237,836,"ML Road Frame-W - Yellow, 48",Yellow,360.9428,594.83,48.0,CM ,LB ,2.34,W ,Road Frames,Components,594.83,360.9428,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
238,837,"HL Road Frame - Black, 62",Black,868.6342,1431.5,62.0,CM ,LB ,2.3,U ,Road Frames,Components,1431.5,868.6342,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
239,838,"HL Road Frame - Black, 44",Black,868.6342,1431.5,44.0,CM ,LB ,2.12,U ,Road Frames,Components,1431.5,868.6342,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
240,839,"HL Road Frame - Black, 48",Black,868.6342,1431.5,48.0,CM ,LB ,2.16,U ,Road Frames,Components,1431.5,868.6342,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
241,840,"HL Road Frame - Black, 52",Black,868.6342,1431.5,52.0,CM ,LB ,2.2,U ,Road Frames,Components,1431.5,868.6342,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
242,841,"Men's Sports Shorts, S",Black,24.7459,59.99,38.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
243,841,"Men's Sports Shorts, S",Black,24.7459,59.99,38.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
244,842,"Touring-Panniers, Large",Grey,51.5625,125.0,0.0,NA,NA,0.0,NA,Panniers,Accessories,125.0,51.5625,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
245,843,Cable Lock,No Color,10.3125,25.0,0.0,NA,NA,0.0,NA,Locks,Accessories,25.0,10.3125,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
246,843,Cable Lock,No Color,10.3125,25.0,0.0,NA,NA,0.0,NA,Locks,Accessories,25.0,10.3125,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
247,844,Minipump,No Color,8.2459,19.99,0.0,NA,NA,0.0,NA,Pumps,Accessories,19.99,8.2459,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
248,844,Minipump,No Color,8.2459,19.99,0.0,NA,NA,0.0,NA,Pumps,Accessories,19.99,8.2459,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
249,845,Mountain Pump,No Color,10.3084,24.99,0.0,NA,NA,0.0,NA,Pumps,Accessories,24.99,10.3084,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
250,846,Taillights - Battery-Powered,No Color,5.7709,13.99,0.0,NA,NA,0.0,NA,Lights,Accessories,13.99,5.7709,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
251,847,Headlights - Dual-Beam,No Color,14.4334,34.99,0.0,NA,NA,0.0,NA,Lights,Accessories,34.99,14.4334,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
252,848,Headlights - Weatherproof,No Color,18.5584,44.99,0.0,NA,NA,0.0,NA,Lights,Accessories,44.99,18.5584,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
253,849,"Men's Sports Shorts, M",Black,24.7459,59.99,42.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
254,849,"Men's Sports Shorts, M",Black,24.7459,59.99,42.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
255,849,"Men's Sports Shorts, M",Black,24.7459,59.99,42.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
256,850,"Men's Sports Shorts, L",Black,24.7459,59.99,46.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
257,851,"Men's Sports Shorts, XL",Black,24.7459,59.99,50.0,NA,NA,0.0,M ,Shorts,Clothing,59.99,24.7459,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
258,852,"Women's Tights, S",Black,30.9334,74.99,38.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
259,852,"Women's Tights, S",Black,30.9334,74.99,38.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
260,852,"Women's Tights, S",Black,30.9334,74.99,38.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
261,852,"Women's Tights, S",Black,30.9334,74.99,38.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
262,853,"Women's Tights, M",Black,30.9334,74.99,42.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
263,854,"Women's Tights, L",Black,30.9334,74.99,46.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
264,854,"Women's Tights, L",Black,30.9334,74.99,46.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
265,854,"Women's Tights, L",Black,30.9334,74.99,46.0,NA,NA,0.0,W ,Tights,Clothing,74.99,30.9334,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
266,855,"Men's Bib-Shorts, S",Multi,37.1209,89.99,38.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
267,855,"Men's Bib-Shorts, S",Multi,37.1209,89.99,38.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
268,856,"Men's Bib-Shorts, M",Multi,37.1209,89.99,42.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
269,856,"Men's Bib-Shorts, M",Multi,37.1209,89.99,42.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
270,856,"Men's Bib-Shorts, M",Multi,37.1209,89.99,42.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
271,857,"Men's Bib-Shorts, L",Multi,37.1209,89.99,46.0,NA,NA,0.0,M ,Bib-Shorts,Clothing,89.99,37.1209,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
272,858,"Half-Finger Gloves, S",Black,9.1593,24.49,38.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
273,858,"Half-Finger Gloves, S",Black,9.1593,24.49,38.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
274,858,"Half-Finger Gloves, S",Black,9.1593,24.49,38.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
275,859,"Half-Finger Gloves, M",Black,9.1593,24.49,42.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
276,859,"Half-Finger Gloves, M",Black,9.1593,24.49,42.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
277,859,"Half-Finger Gloves, M",Black,9.1593,24.49,42.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
278,860,"Half-Finger Gloves, L",Black,9.1593,24.49,46.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
279,860,"Half-Finger Gloves, L",Black,9.1593,24.49,46.0,NA,NA,0.0,U ,Gloves,Clothing,24.49,9.1593,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
280,861,"Full-Finger Gloves, S",Black,15.6709,37.99,38.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
281,862,"Full-Finger Gloves, M",Black,15.6709,37.99,42.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
282,862,"Full-Finger Gloves, M",Black,15.6709,37.99,42.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
283,862,"Full-Finger Gloves, M",Black,15.6709,37.99,42.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
284,862,"Full-Finger Gloves, M",Black,15.6709,37.99,42.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
285,863,"Full-Finger Gloves, L",Black,15.6709,37.99,46.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
286,863,"Full-Finger Gloves, L",Black,15.6709,37.99,46.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
287,863,"Full-Finger Gloves, L",Black,15.6709,37.99,46.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
288,863,"Full-Finger Gloves, L",Black,15.6709,37.99,46.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
289,863,"Full-Finger Gloves, L",Black,15.6709,37.99,46.0,NA,NA,0.0,U ,Gloves,Clothing,37.99,15.6709,5,Volume Discount 41 to 60,0.15,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,41,60.0,0
290,864,"Classic Vest, S",Blue,23.749,63.5,38.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
291,864,"Classic Vest, S",Blue,23.749,63.5,38.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
292,864,"Classic Vest, S",Blue,23.749,63.5,38.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
293,864,"Classic Vest, S",Blue,23.749,63.5,38.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
294,865,"Classic Vest, M",Blue,23.749,63.5,42.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
295,865,"Classic Vest, M",Blue,23.749,63.5,42.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
296,865,"Classic Vest, M",Blue,23.749,63.5,42.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
297,866,"Classic Vest, L",Blue,23.749,63.5,46.0,NA,NA,0.0,U ,Vests,Clothing,63.5,23.749,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
298,867,"Women's Mountain Shorts, S",Black,26.1763,69.99,38.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
299,867,"Women's Mountain Shorts, S",Black,26.1763,69.99,38.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
300,867,"Women's Mountain Shorts, S",Black,26.1763,69.99,38.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
301,867,"Women's Mountain Shorts, S",Black,26.1763,69.99,38.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
302,868,"Women's Mountain Shorts, M",Black,26.1763,69.99,42.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
303,869,"Women's Mountain Shorts, L",Black,26.1763,69.99,46.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,1,No Discount,0.0,No Discount,No Discount,2011-05-01 00:00:00.000,2014-11-30 00:00:00.000,0,99999999.0,2
304,869,"Women's Mountain Shorts, L",Black,26.1763,69.99,46.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,2,Volume Discount 11 to 14,0.02,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,11,14.0,0
305,869,"Women's Mountain Shorts, L",Black,26.1763,69.99,46.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,3,Volume Discount 15 to 24,0.05,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,15,99999999.0,0
306,869,"Women's Mountain Shorts, L",Black,26.1763,69.99,46.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,4,Volume Discount 25 to 40,0.1,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,25,40.0,0
307,869,"Women's Mountain Shorts, L",Black,26.1763,69.99,46.0,NA,NA,0.0,W ,Shorts,Clothing,69.99,26.1763,5,Volume Discount 41 to 60,0.15,Volume Discount,Reseller,2011-05-31 00:00:00.000,2014-05-30 00:00:00.000,41,60.0,0
